"Year","Week","Brand","Group","KPI","Unit","Actual Value","Notes","Entered By"
"2026","7","ZANEVA","Creative","Upload Story","count","27","","zanevadwib@gmail.com"
"2026","7","ZANEVA","Creative","Jangkauan Instagram","count","125041","","zanevadwib@gmail.com"
"2026","7","ZANEVA","Marketing","Omset","Rp","67552945","","kaniazaneva@gmail.com"
"2026","8","MUSWIM","Creative","Jangkauan Instagram","count","13761","","zanevadwib@gmail.com"
"2026","8","MUSWIM","Creative","Upload Story","count","26","","zanevadwib@gmail.com"
"2026","8","MUSWIM","Creative","Feed Upload ","count","3","","zanevadwib@gmail.com"
"2026","8","MUSWIM","Creative","Upload Reels","count","7","","zanevadwib@gmail.com"
"2026","8","MUSWIM","Creative","Viewers Reels ","count","8.566","","zanevadwib@gmail.com"
"2026","8","OBERBE","Creative","Feed Upload ","count","3","","zanevadwib@gmail.com"
"2026","8","OBERBE","Creative","Jangkauan Instagram","count","21793","","zanevadwib@gmail.com"
"2026","8","OBERBE","Creative","Upload Story","count","18","","zanevadwib@gmail.com"
"2026","8","OBERBE","Creative","Viewers Reels ","count","168","","zanevadwib@gmail.com"
"2026","8","OBERBE","Creative","Upload Reels","count","4","","zanevadwib@gmail.com"
"2026","8","BE.SYAR'I","Creative","Jangkauan Instagram","count","95430","","zanevadwib@gmail.com"
"2026","8","BE.SYAR'I","Creative","Total viewer tiktok","count","4.075","","zanevadwib@gmail.com"
"2026","8","BE.SYAR'I","Creative","Upload Tiktok","count","4","","zanevadwib@gmail.com"
"2026","8","BE.SYAR'I","Creative","Upload Story","count","27","","zanevadwib@gmail.com"
"2026","8","BE.SYAR'I","Creative","Upload Reels","count","4","","zanevadwib@gmail.com"
"2026","8","BE.SYAR'I","Creative","Viewers Reels ","count","5.394","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Creative","Jangkauan Instagram","count","125058","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Creative","Total viewer tiktok","count","11632","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Creative","Upload Tiktok","count","5","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Creative","Konten Signature (konten viral,konten high viewers bulan sebelumnya)","count","3","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Creative","PHOTOSHOOT/NGONTEN","count","1","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Marketing","Kerjasama Bundling Produk","count","0","","faniaans.zaneva@gmail.com"
"2026","8","ZANEVA","Marketing","Kontribusi Omset PR","Rp","0","","faniaans.zaneva@gmail.com"
"2026","8","MUSWIM","Marketing","Omset","Rp","246412","","kaniazaneva@gmail.com"
"2026","8","BE.SYAR'I","Marketing","Omset","Rp","9496883","","kaniazaneva@gmail.com"
"2026","8","OBERBE","Marketing","Omset","Rp","1187298","","kaniazaneva@gmail.com"
"2026","8","ZANEVA","Marketing","Omset","Rp","38432695","","kaniazaneva@gmail.com"
"2026","8","MUSWIM","Marketing","Biaya Marketing","Rp","0","","kaniazaneva@gmail.com"
"2026","8","BE.SYAR'I","Marketing","Biaya Marketing","Rp","2298931","","kaniazaneva@gmail.com"
"2026","8","OBERBE","Marketing","Biaya Marketing","Rp","642167","","kaniazaneva@gmail.com"
"2026","8","ZANEVA","Marketing","Biaya Marketing","Rp","7810682","","kaniazaneva@gmail.com"
"2026","8","ZANEVA","Marketing","Kerjasama Event & Komunitas","count","0","","faniaans.zaneva@gmail.com"
"2026","8","ZANEVA","Marketing","KOL/Influencer aktif","count","2","","faniaans.zaneva@gmail.com"
"2026","8","ZANEVA","Creative","Upload Reels","count","6","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Creative","Feed Upload ","count","2","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Creative","Follower Instagram","count","-22","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Creative","Upload Story","count","36","","zanevadwib@gmail.com"
"2026","8","ZANEVA","Creative","Viewers Reels ","count","7.882","","zanevadwib@gmail.com"
"2026","8","ZANEVA","RnD","SKU Release","count","17","","trinda.zaneva@gmail.com"
"2026","9","MUSWIM","Creative","Jangkauan Instagram","count","10358","","zanevadwib@gmail.com"
"2026","9","MUSWIM","Creative","Upload Story","count","13","","zanevadwib@gmail.com"
"2026","9","MUSWIM","Creative","Feed Upload ","count","3","","zanevadwib@gmail.com"
"2026","9","MUSWIM","Creative","Upload Reels","count","7","","zanevadwib@gmail.com"
"2026","9","MUSWIM","Creative","Viewers Reels ","count","2.819","","zanevadwib@gmail.com"
"2026","9","OBERBE","Creative","Feed Upload ","count","1","","zanevadwib@gmail.com"
"2026","9","OBERBE","Creative","Jangkauan Instagram","count","7729","","zanevadwib@gmail.com"
"2026","9","OBERBE","Creative","Upload Story","count","6","","zanevadwib@gmail.com"
"2026","9","OBERBE","Creative","Viewers Reels ","count","1219","","zanevadwib@gmail.com"
"2026","9","OBERBE","Creative","Upload Reels","count","1","","zanevadwib@gmail.com"
"2026","9","BE.SYAR'I","Creative","Jangkauan Instagram","count","217094","","zanevadwib@gmail.com"
"2026","9","BE.SYAR'I","Creative","Total viewer tiktok","count","3.259","","zanevadwib@gmail.com"
"2026","9","BE.SYAR'I","Creative","Upload Tiktok","count","5","","zanevadwib@gmail.com"
"2026","9","BE.SYAR'I","Creative","Upload Story","count","24","","zanevadwib@gmail.com"
"2026","9","BE.SYAR'I","Creative","Viewers Reels ","count","1.478","","zanevadwib@gmail.com"
"2026","9","BE.SYAR'I","Creative","Upload Reels","count","5","","zanevadwib@gmail.com"
"2026","9","ZANEVA","Creative","Konten Signature (konten viral,konten high viewers bulan sebelumnya)","count","0","","zanevadwib@gmail.com"
"2026","9","ZANEVA","Creative","PHOTOSHOOT/NGONTEN","count","1","","zanevadwib@gmail.com"
"2026","9","ZANEVA","Creative","Jangkauan Instagram","count","142448","","zanevadwib@gmail.com"
"2026","9","ZANEVA","Creative","Upload Story","count","37","","zanevadwib@gmail.com"
"2026","9","ZANEVA","Creative","Feed Upload ","count","0","","zanevadwib@gmail.com"
"2026","9","ZANEVA","Creative","Viewers Reels ","count","5867","","zanevadwib@gmail.com"
"2026","9","ZANEVA","Creative","Upload Reels","count","9","","zanevadwib@gmail.com"
"2026","9","MUSWIM","Marketing","Biaya Marketing","Rp","325533","","kaniazaneva@gmail.com"
"2026","9","BE.SYAR'I","Marketing","Biaya Marketing","Rp","3411714","","kaniazaneva@gmail.com"
"2026","9","OBERBE","Marketing","Biaya Marketing","Rp","960927","","kaniazaneva@gmail.com"
"2026","9","ZANEVA","Marketing","Biaya Marketing","Rp","15139363","","kaniazaneva@gmail.com"
"2026","10","MUSWIM","Creative","Jangkauan Instagram","count","11463","","zanevadwib@gmail.com"
"2026","10","MUSWIM","Creative","Upload Story","count","26","","zanevadwib@gmail.com"
"2026","10","MUSWIM","Creative","Feed Upload ","count","3","","zanevadwib@gmail.com"
"2026","10","MUSWIM","Creative","Upload Reels","count","7","","zanevadwib@gmail.com"
"2026","10","MUSWIM","Creative","Viewers Reels ","count","8.292","","zanevadwib@gmail.com"
"2026","10","OBERBE","Creative","Feed Upload ","count","5","","zanevadwib@gmail.com"
"2026","10","OBERBE","Creative","Jangkauan Instagram","count","14546","","zanevadwib@gmail.com"
"2026","10","OBERBE","Creative","Upload Story","count","19","","zanevadwib@gmail.com"
"2026","10","OBERBE","Creative","Viewers Reels ","count","176","","zanevadwib@gmail.com"
"2026","10","OBERBE","Creative","Upload Reels","count","4","","zanevadwib@gmail.com"
"2026","10","BE.SYAR'I","Creative","Jangkauan Instagram","count","230620","","zanevadwib@gmail.com"
"2026","10","BE.SYAR'I","Creative","Upload Tiktok","count","6","","zanevadwib@gmail.com"
"2026","10","BE.SYAR'I","Creative","Total viewer tiktok","count","4.127","","zanevadwib@gmail.com"
"2026","10","BE.SYAR'I","Creative","Upload Story","count","24","","zanevadwib@gmail.com"
"2026","10","BE.SYAR'I","Creative","Upload Reels","count","6","","zanevadwib@gmail.com"
"2026","10","BE.SYAR'I","Creative","Viewers Reels ","count","2343","","zanevadwib@gmail.com"
"2026","10","ZANEVA","Creative","Konten Signature (konten viral,konten high viewers bulan sebelumnya)","count","1","","zanevadwib@gmail.com"
"2026","10","ZANEVA","Creative","PHOTOSHOOT/NGONTEN","count","0","","zanevadwib@gmail.com"
"2026","10","ZANEVA","Creative","Jangkauan Instagram","count","201476","","zanevadwib@gmail.com"
"2026","10","ZANEVA","Creative","Upload Story","count","27","","zanevadwib@gmail.com"
"2026","10","ZANEVA","Creative","Feed Upload ","count","1","","zanevadwib@gmail.com"
"2026","10","ZANEVA","Creative","Viewers Reels ","count","86715","","zanevadwib@gmail.com"
"2026","10","ZANEVA","Creative","Upload Reels","count","9","","zanevadwib@gmail.com"
"2026","11","MUSWIM","Creative","Jangkauan Instagram","count","16012","","zanevadwib@gmail.com"
"2026","11","MUSWIM","Creative","Upload Story","count","5","","zanevadwib@gmail.com"
"2026","11","MUSWIM","Creative","Feed Upload ","count","3","","zanevadwib@gmail.com"
"2026","11","MUSWIM","Creative","Upload Reels","count","7","","zanevadwib@gmail.com"
"2026","11","MUSWIM","Creative","Viewers Reels ","count","2.825","","zanevadwib@gmail.com"
"2026","11","OBERBE","Creative","Feed Upload ","count","1","","zanevadwib@gmail.com"
"2026","11","OBERBE","Creative","Jangkauan Instagram","count","7135","","zanevadwib@gmail.com"
"2026","11","OBERBE","Creative","Upload Story","count","3","","zanevadwib@gmail.com"
"2026","11","OBERBE","Creative","Upload Reels","count","1","","zanevadwib@gmail.com"
"2026","11","BE.SYAR'I","Creative","Jangkauan Instagram","count","24237","","zanevadwib@gmail.com"
"2026","11","BE.SYAR'I","Creative","Upload Story","count","5","","zanevadwib@gmail.com"
"2026","11","ZANEVA","Creative","Konten Signature (konten viral,konten high viewers bulan sebelumnya)","count","0","","zanevadwib@gmail.com"
"2026","11","ZANEVA","Creative","PHOTOSHOOT/NGONTEN","count","0","","zanevadwib@gmail.com"
"2026","11","ZANEVA","Creative","Jangkauan Instagram","count","20491","","zanevadwib@gmail.com"
"2026","11","ZANEVA","Creative","Upload Story","count","5","","zanevadwib@gmail.com"
"2026","11","ZANEVA","Creative","Feed Upload ","count","1","","zanevadwib@gmail.com"
"2026","11","ZANEVA","Creative","Upload Reels","count","6","","zanevadwib@gmail.com"
"2026","11","ZANEVA","Creative","Viewers Reels ","count","10684","","zanevadwib@gmail.com"
"2026","12","MUSWIM","Creative","Jangkauan Instagram","count","35884","","zanevadwib@gmail.com"
"2026","12","MUSWIM","Creative","Upload Story","count","5","","zanevadwib@gmail.com"
"2026","12","MUSWIM","Creative","Feed Upload ","count","3","","zanevadwib@gmail.com"
"2026","12","MUSWIM","Creative","Upload Reels","count","7","","zanevadwib@gmail.com"
"2026","12","MUSWIM","Creative","Viewers Reels ","count","3.177","","zanevadwib@gmail.com"
"2026","12","OBERBE","Creative","Jangkauan Instagram","count","2108","","zanevadwib@gmail.com"
"2026","12","OBERBE","Creative","Upload Story","count","10","","zanevadwib@gmail.com"
"2026","12","BE.SYAR'I","Creative","Jangkauan Instagram","count","2455","","zanevadwib@gmail.com"
"2026","12","BE.SYAR'I","Creative","Upload Story","count","9","","zanevadwib@gmail.com"
"2026","12","ZANEVA","Creative","Konten Signature (konten viral,konten high viewers bulan sebelumnya)","count","0","","zanevadwib@gmail.com"
"2026","12","ZANEVA","Creative","PHOTOSHOOT/NGONTEN","count","0","","zanevadwib@gmail.com"
"2026","12","ZANEVA","Creative","Jangkauan Instagram","count","185310","","zanevadwib@gmail.com"
"2026","12","ZANEVA","Creative","Upload Story","count","18","","zanevadwib@gmail.com"
"2026","12","ZANEVA","Creative","Feed Upload ","count","1","","zanevadwib@gmail.com"
"2026","12","ZANEVA","Creative","Viewers Reels ","count","9.621","","zanevadwib@gmail.com"
"2026","12","ZANEVA","Creative","Upload Reels","count","6","","zanevadwib@gmail.com"
"2026","14","OBERBE","Creative","Upload Story","count","0","","zanevadwib@gmail.com"
